ENTIDAD,MUNICIPIO,RAZON_SOCIAL,PRODUCTO,NOM,GIRO_COMERCIAL,CUMPLIMIENTO
BAJA CALIFORNIA,ENSENADA,MERCADO MINERVA II,ATUN,NOM-084-SCFI-1994,MERCADO,CUMPLE
BAJA CALIFORNIA,ENSENADA,PAMPAS RESTAURANTE DO BRASIL,WHISKY ESCOCES,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
BAJA CALIFORNIA,ENSENADA,RESTAURANT MISION SANTA ISABEL,VINO,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
BAJA CALIFORNIA,ENSENADA,RULEï¿½S  PLACE,JOYERIA,NOM-033-SCFI-1994,JOYERIA,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,TATIANAï¿½S CURIOS,JOYERIA,NOM-033-SCFI-1994,ARTESANIAS,NO CUMPLE
BAJA CALIFORNIA,ENSENADA,TIENDAS SORIANA  S.A. DE C.V.,ATUN,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,ENSENADA,TIENDAS SORIANA  S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,ENSENADA,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,ENSENADA,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,   MODA CASUAL KARLï¿½S,PRENDAS DE VESTIR,NOM-004-SCFI-2006,UNIFORMES ESCOLARES,CUMPLE
BAJA CALIFORNIA,MEXICALI, PROVEEDORA VANFER S.A. DE  C.V. MERCADO TITO'S,ATUN,NOM-084-SCFI-1994,MINI SUPER,CUMPLE
BAJA CALIFORNIA,MEXICALI, ZAPATERIA MADERO,ACCESORIOS PARA PIEL Y CALZADO,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,7 ELEVEN MEXICO  S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDAS DE CONVENIENCIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,7 ELEVEN MEXICO  S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDAS DE CONVENIENCIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,7 ELEVEN MEXICO S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,7 ELEVEN MEXICO S.A. DE C.V.,FRIJOLES,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,7 ELEVEN MEXICO S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES  MARIO BROS 2,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES AZTECA.,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES EL DON,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES EL DON,PRODUCTOS ALIMENTICIOS,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES LA NUEVA VALENTINA,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ABARROTES Y CARNICERIA LOS MORALES,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,ACA ENTRE NOS BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,NO CUMPLE
BAJA CALIFORNIA,MEXICALI,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,ALIMENTOS DE SOYA,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,PURE DE TOMATE,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.  (K),ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.  (K),FRITURAS Y BOTANAS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,AQUA Y/O CLAUDIA MARCELA FRAGA REYES,ACCESORIOS DE VESTIR,NOM-020-SCFI-1997,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,AUTOSERVICIO VEAN'S,PRODUCTOS ALIMENTICIOS,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,AUTOSERVICIO VEAN'S,SOPA DE PASTA,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,B & B ACCESORIOS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,B-4 BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOTICAS LA MEJOR,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOTICAS SAN JOSE,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE  BORSSETA,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE 4/20,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE BASICO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE BLOOMING,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE CORDELIA,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE D' YABOO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE D'PINK,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ESTACION 1-2-3,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE EVOLUXION,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE EXCESS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE EXPRESS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE FOXY LADY,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE GERMANYA'S,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE I LOVE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ISHA PLUS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE LA FERIA,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE LITA'S,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE MITTO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE MODA CHIC,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE NEW YORK,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE PARA CABALLEROS OSIRIS,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE REGALARTE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE RIOT SKATESHOP,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ROSE FASHION,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE STILETTOS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE US POLO ASSN,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE XPRESS $ 99,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ZAIKO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ZEBRA,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,BOUTIQUE ZONA 99,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,CADENA COMERCIAL OXXO  S. A. DE C. V. (OXXO BRASIL),ATUN,NOM-084-SCFI-1994,TIENDAS DE CONVENIENCIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,CLAUDINA'S BOUTIQUE,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,COLORADO PROFESIONAL GROUP S.A. DE C.V.,ACEITE COMESTIBLE,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,COLORADO PROFESIONAL GROUP S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,COLORADO PROFESIONAL GROUP S.A. DE C.V.,FRIJOLES,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,COLORADO PROFESIONAL GROUP S.A. DE C.V.,LECHE,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
BAJA CALIFORNIA,MEXICALI,COMERCIAL DE CARNES FRIAS DEL NORTE S.A. DE C.V. (SUPER CHIVAS),ATUN,NOM-084-SCFI-1994,CARNICERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,CONCRETE BOUTIQUE INTERNACIONAL,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,COPPEL CANADA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DINGOS ZAPATERIA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DISTRIBUIDORA DE DULCES PALACO S. DE R.L. DE C.V.,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DR. BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,"DULCERIA  ""ANDREA""",DULCES Y GOLOSINAS,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA FANNY,PRODUCTOS ALIMENTICIOS,NOM-050-SCFI-2004,DULCES Y CHOCOLATES,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA FANNY,PURE DE TOMATE,NOM-050-SCFI-2004,DULCES Y CHOCOLATES,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA FANTASIA,DULCES Y GOLOSINAS,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA GUADALAJARA,DULCES Y GOLOSINAS,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA KARMELITAS,DULCES Y GOLOSINAS,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA KENMAY,DULCES Y GOLOSINAS,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA KENMAY,SALSA,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,DULCERIA MEXICALI,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,DULCERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,E + FARMACIA,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,EGO IMAGEN BOUTIQUE,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,EL MUNDO DE CHAVITOS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,ROPA INFANTIL,CUMPLE
BAJA CALIFORNIA,MEXICALI,EL REMATE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,ELAT Y/O BEATRIZ ACUNA FELIX,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,EMPRESAS TURISTICAS DE MEXICALI  S.A. DE C.V. (HOTEL LIZ),CERVEZA,NOM-142-SSA1-1995,HOTEL,CUMPLE
BAJA CALIFORNIA,MEXICALI,ETCETERA ACCESORIOS,ACCESORIOS PARA PIEL Y CALZADO,NOM-020-SCFI-1997,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,ETCETERA ACCESORIOS Y/O OPERADORA Y PROMOTORA DE DISEï¿½O S.A.P.I DE C.V.,BOLSO PARA DAMA,NOM-020-SCFI-1997,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,"FARMACIA ""ALEXIS""",MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,"FARMACIA ""FREDY'S""",MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA ARIES II,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA CATEDRAL,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA GUADALAJARA # 3,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA HISPANO AMERICANA,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA LA FORMULA,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA LA PAZ,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA PATYY'S,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA SAN RAMON,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIA SANTA FE,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIAS BENAVIDES S.A.B. DE C.V.,JUGUETES,NOM-015-SCFI-2007,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIAS DE SIMILARES S.A. DE C.V.,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,NO CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIAS DIEGOS Y /O FARMACIA TEZA S.A. DE C.V.,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIAS EL FENIX DE TIJUANA S.A. DE C.V.,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACIAS EL REY DE LOS PRECIOS BAJOS,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMACON S.A. DE C.V.,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FARMAHORRO,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,FERBIS,ATUN,NOM-084-SCFI-1994,MINI SUPER,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRIDA'S BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,NO CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA ALEXIS,ATUN,NOM-084-SCFI-1994,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA LA CARRETA S R.L. DE C.V.,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA DURANGO,ATUN,NOM-084-SCFI-1994,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA DURANGO,MOLE,NOM-050-SCFI-2004,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA DURANGO,SALSA,NOM-050-SCFI-2004,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA LA MICHOACANA,ATUN,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA LA MICHOACANA,LECHE,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA MERICH,FRIJOLES,NOM-050-SCFI-2004,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,FRUTERIA Y CARNICERIA MERICH,PURE DE TOMATE,NOM-050-SCFI-2004,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,GNC (GENERAL NUTRION CENTER),MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,LA HERRADURA,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
BAJA CALIFORNIA,MEXICALI,LAS TIENDAS DEL PUEBLO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,LAS TIENDAS DEL PUEBLO S. DE R.L. DE C.V,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
BAJA CALIFORNIA,MEXICALI,LITA'S BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,LOS PEQUES,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,MARCH BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,NO CUMPLE
BAJA CALIFORNIA,MEXICALI,MATERNIDAD Y EXTRAS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,MEDICINAS MEXICALI  S.A. DE C.V. (PEY-PHARMA),MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,MERCADITO IMPERIAL,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,MERCADO EL ROBLE,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,MERCADO SUPER CUERNAVACA,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,MERCADO VIVA MEXICALI,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,MISELANEA JUAREZ,CARTERA DE PIEL,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,MISELANEA JUAREZ,CINTURON DE PIEL,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,MODAS ANDY'S,PRENDAS DE VESTIR,NOM-004-SCFI-2006,ROPA PARA DAMA,CUMPLE
BAJA CALIFORNIA,MEXICALI,MOTEL LAS FUENTES,CERVEZA,NOM-142-SSA1-1995,MOTEL,CUMPLE
BAJA CALIFORNIA,MEXICALI,MOTEL PUESTA DEL SOL,CERVEZA,NOM-142-SSA1-1995,MOTEL,CUMPLE
BAJA CALIFORNIA,MEXICALI,NARUKO'S ACCESORIOS,ACCESORIOS DE VESTIR,NOM-020-SCFI-1997,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,NENAS FRUTERIA Y MAS,ARTICULOS DESECHABLES,NOM-050-SCFI-2004,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,NENAS FRUTERIA Y MAS,ATUN,NOM-084-SCFI-1994,FRUTAS,CUMPLE
BAJA CALIFORNIA,MEXICALI,NICE BOUTIQUE 9.99 Y MAS,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,ORTOBAJA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,OSIRIS GALERIAS,GORRA,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,OXSI2 MEXICALI,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,PANNE MODA INFANTIL,PRENDAS DE VESTIR,NOM-004-SCFI-2006,ROPA INFANTIL,CUMPLE
BAJA CALIFORNIA,MEXICALI,RUBIANA BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,"SAFADOS SPORTS ""OFICIAL STORE""",ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SAFARI ACCESORIOS PARA DAMA,TEXTILES,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,SALAMANDRA BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,SENBIS  S.A. DE C.V.,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
BAJA CALIFORNIA,MEXICALI,SERVICIOS FARMACEUTICOS INTEGRALES,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SEVEN BOUTIQUE,ACCESORIOS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,SEï¿½OR LAGARTO  S. A. DE C. V.,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SIGALA'S  ZAPATERIA,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SMART & FINAL DEL NOROESTE  S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,SPACIO IN BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER CARNICERIA ISLAS VILLAFONTANA,ATUN,NOM-084-SCFI-1994,CARNICERIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER ISSSTE,MEDICAMENTOS,NOM-072-SSA1-2012,FARMACIA,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER TIENDAS ABSA  S.A. DE C.V.,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER TIENDAS ABSA S.A. DE C.V.,MAYONESA,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER TIENDAS ABSA S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,SUPER TIENDAS ABSA S.A. DE C.V.,SALSA,NOM-050-SCFI-2004,ABARROTES,CUMPLE
BAJA CALIFORNIA,MEXICALI,TIENDA  ROCKODILE DE SAN FELIPE S.A. DE C.V.,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
BAJA CALIFORNIA,MEXICALI,TIENDA DE MORENO,PRENDAS DE VESTIR,NOM-004-SCFI-2006,BOUTIQUE,CUMPLE
BAJA CALIFORNIA,MEXICALI,TIENDA DE ROPA DE HOY MODA CASUAL,TEXTILES,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
BAJA CALIFORNIA,MEXICALI,TIENDA DE ROPA ELECZION,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,NO CUMPLE
