ENTIDAD,MUNICIPIO,RAZON_SOCIAL,PRODUCTO,NOM,GIRO_COMERCIAL,CUMPLIMIENTO
MEXICO,ATIZAPAN DE ZARAGOZA,LOBSTER GRILL,BEBIDAS,NOM-051-SCFI/SSA1-2010,PESCADOS Y MARISCOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,LONJA MERCANTIL CECY,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,LONJA MERCANTIL EL HERMANO,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,"MAMBO ""LA TIENDA DEL RUMBO Y/O DAVALOS SANDOVAL RAFAEL",ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MARCO VIALI,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MARISQUERIA  LA MARTINA,TEQUILA REPOSADO,NOM-006-SCFI-2012,PESCADOS Y MARISCOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MARISQUERIA CAMARONEANDO Y/O SOLUCIONES EMPRESARIALES RODACA S A DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MARISQUERIA PUNTA MARINA Y/O OPERADORA BUCUNA S.A DE C.V.,CERVEZA,NOM-142-SSA1-1995,PESCADOS Y MARISCOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MASKOTA S.A DE C.V.,ARTICULOS PARA MASCOTAS,NOM-141-SSA1/SCFI-2012,ALIMENTOS PARA ANIMALES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MASKOTA S.A. DE C.V.,ARTICULOS PARA MASCOTAS,NOM-024-SCFI-2013,ACCESORIOS PARA MASCOTA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MATERIAS PRIMAS CASA HINOJOSA,ATUN,NOM-084-SCFI-1994,MATERIAS PRIMAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MATERIAS PRIMAS EL TEO,VAINILLA,NOM-139-SCFI-2012,MATERIAS PRIMAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MATERIAS PRIMAS LOS TOKIS,ARTICULOS DE PLASTICO,NOM-050-SCFI-2004,MATERIAS PRIMAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MATERIAS PRIMAS LUZ ANGEL Y/O JOSE ANGEL BELTRAN ROSA,ARTICULOS DE COCINA,NOM-050-SCFI-2004,MATERIAS PRIMAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MATERIAS PRIMAS LUZ ANGEL Y/O JOSE ANGEL BELTRAN ROSA,ARTICULOS DEL HOGAR,NOM-050-SCFI-2004,MATERIAS PRIMAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MC DONALDï¿½S Y/O ARCOS SERCAL INMOBILIARIA S. DE R.L. DE C.V.,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,COMIDA RAPIDA CADENAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINI SUPER  SHERWOOD,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINI SUPER 8,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINI SUPER EL CHINO,TEQUILA,NOM-006-SCFI-2012,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINI SUPER LA DIVINA,ENCENDEDORES,NOM-090-SCFI-2014,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINI SUPER OASIS,TEQUILA,NOM-006-SCFI-2012,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MINISUPER  ABARROTES VINOS Y LICORES LA HERRADURA Y/O THE OXXTRO,ATUN,NOM-084-SCFI-1994,BEBIDAS ALCOHOLICAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA ANA PAOLA,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA AVE FENIX,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA CAMPANITA,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA COPORO HILLS,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA DON TOï¿½O,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA EL FARO,ATUN,NOM-084-SCFI-1994,MISCELANEA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA EL OAXAQUEï¿½O,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA EL PENTAGONO,ENCENDEDORES,NOM-090-SCFI-2014,POLLERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA ESTRELLA,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA JARDINES DE MONTERREY,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA LA CORONITA,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA LA ESPERANZA,CREMA (BEBIDA ALCOHOLICA),NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA LA ESPIGA DE ORO,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA LA HORMIGA,CERVEZA,NOM-142-SSA1-1995,MISCELANEA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA LEON,ENCENDEDORES,NOM-090-SCFI-2014,MISCELANEA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA MAGOS,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA ROYE,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA S/N,CERILLOS,NOM-118-SCFI-2004,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA S/N,TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA VIVEROS,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MISCELANEA YAYUCO,PRODUCTOS LACTEOS,NOM-181-SCFI-2010,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MODELORAMA GUILLIAN,CERVEZA,NOM-142-SSA1-1995,BEBIDAS ALCOHOLICAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,MODELORAMA LOMA LINDA,CERVEZA,NOM-142-SSA1-1995,BEBIDAS ALCOHOLICAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S DE R.L. DE C.V.,ATUN,NOM-084-SCFI-1994,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,ATUN,NOM-084-SCFI-1994,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,DULCES Y GOLOSINAS,NOM-186-SSA1/SCFI-2013,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,PAN,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.,REFRESCOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALMART DE MEXICO S. DE R.L. DE C.V. (BODEGA AURRERA),TEQUILA REPOSADO,NOM-006-SCFI-2012,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,NUEVA WALT MART DE MEXICO S. R.L. DE C.V.,TEQUILA REPOSADO,NOM-006-SCFI-2012,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OASIS,CERVEZA,NOM-142-SSA1-1995,VENTA DE CERVEZA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OFFICE DEPOT DE MEXICO S.A. DE C.V.,TIJERAS ESCOLARES,NOM-140-SCFI-1999,PAPELERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OPERADORA CREMAR  S.A. DE C.V.,MASA  TORTILLAS  TOSTADAS  HARINAS PREP.,NOM-187-SSA1/SCFI-2002,CREMERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OPERADORA DE ALIMENTOS CVS S.A DE C.V. Y/O BURGER KING,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,COMIDA RAPIDA CADENAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OPERADORA DE CAFETERIAS S.A DE C.V,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,CAFETERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OPERADORA DE FRANQUICIAS ALSEA SAPI DE C.V.,PAN,NOM-051-SCFI/SSA1-2010,COMIDA RAPIDA CADENAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,OUTLET CALZADO,ZAPATOS,NOM-020-SCFI-1997,ZAPATERIA,NO CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PANADERIA LA PALA Y EL HORNO S. DE R.L. DE C.V. Y/O PANADERIA LA ERA,VELADORAS  Y CERAS,NOM-050-SCFI-2004,PANADERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PANIFICADORA LA PALA Y EL HORNO S. DE R.L. DE C.V.,VELADORAS  Y CERAS,NOM-050-SCFI-2004,PANADERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PAPELERIA S/N,ARTICULOS DE PAPELERIA,NOM-050-SCFI-2004,PAPELERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PARTY ISLAND  (TODO PARA SUS FIESTAS),PRODUCTO SIN DENOMINACION GENERICA,NOM-050-SCFI-2004,ARTICULOS PARA FIESTAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PERROS Y BURROS ESMERALDA,REFRESCOS,NOM-051-SCFI/SSA1-2010,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PIZZAS MONZA S.A DE C.V. Y/O DOMINOS PIZZA,BEBIDAS,NOM-051-SCFI/SSA1-2010,JOYERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,POLLERIA BACHOCO,CARNE DE POLLO,NOM-010-SCFI-1994,POLLERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PONTE ALMEJA GALERIAS ATIZAPAN S.A C.V.Y/O PONTE ALMEJA,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PREMIUM RESTAURANT BRANDS S. DE R.L. DE C.V. Y/O KENTUCKY FRIED CHICKEN,AGUA  PURIFICADA,NOM-051-SCFI/SSA1-2010,COMIDA RAPIDA CADENAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PRENDAS DE VESTIR SUGAR BOUTIQUE,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,NO CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PRODUCTOS DE CONSUMO Z .S A DE C.V.,ARTICULOS PARA MASCOTAS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PRODUCTOS DE CONSUMO Z .S A DE C.V.,ATUN,NOM-084-SCFI-1994,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,PRODUCTOS DEPORTIVOS TOLUCA S.A. DE C.V.,PRENDAS DE VESTIR,NOM-004-SCFI-2006,ARTICULOS DEPORTIVOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,QUESOS ARTESANALES LA GUADALUPANA,PRODUCTOS ENLATADOS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,QUESOS ARTESANALES LA GUADALUPANA,PRODUCTOS LACTEOS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RADIO SHACK Y/O RADIO SHACK DE MEXICO S.A. DE C.V.,ACCESORIOS ELECTRICOS,NOM-050-SCFI-2004,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RADIO SHACK Y/O RADIO SHACK DE MEXICO S.A. DE C.V.,APARATOS ELECTRICOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RADIO SHACK Y/O RADIO SHACK DE MEXICO S.A. DE C.V.,APARATOS ELECTRONICOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,REFACCIONARIA PARRILLA Y/O REFACCIONARIA ASTUDILLO PARILLA S.A. DE C.V.,REFACCIONES,NOM-050-SCFI-2004,REFACCIONARIA AUTOMOTRIZ,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE  ARTIGIANO  PIZZA RUSTICA   Y/O LICANTROPIA  S.A DE C.V.,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE  COMICX,TEQUILA REPOSADO,NOM-006-SCFI-2012,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE CASA GANCIA Y/O MEDIO MEDIEVAL  S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE CHILIS MEXICO,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE KAZOKU  Y/O RESTAURANTE DOï¿½A MARIA  S.A. DE C.V.,TEQUILA,NOM-006-SCFI-2012,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE LA GRAN PATRONA,BEBIDAS,NOM-051-SCFI/SSA1-2010,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE LOS DE PESCADO,CERVEZA,NOM-142-SSA1-1995,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE SUSHIITTO Y/O STUDIO CAFE S.A DE C.V. (ARBOLEDAS),REFRESCOS,NOM-051-SCFI/SSA1-2010,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,RESTAURANTE VERACRUZ,TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SEA FOOD- RESTAURANTE COLOCHO,TEQUILA JOVEN,NOM-006-SCFI-2012,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SEMILLAS Y CHILES SECOS SINALOA Y/O MIGUEL ANGEL GARCIA AGUILAR,ATUN,NOM-084-SCFI-1994,SEMILLAS Y CHILES SECOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,STARBUCKS COFFEE Y/O CAFE SIRENA S. DE R.L. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,RESTAURANTE,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,STEREN Y/O ANDRES CHAVEZ LUNA,ACCESORIOS ELECTRONICOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,STEREN Y/O ANDRES CHAVEZ LUNA,APARATOS ELECTRONICOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,STEREN Y/O ANDRES CHAVEZ LUNA,TELEFONOS,NOM-024-SCFI-2013,PRODUCTOS ELECTRONICOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUMESA Y/O TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,CARNE DE RES,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUMESA Y/O TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,FRITURAS Y BOTANAS,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUMESA Y/O TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,PRODUCTOS ENLATADOS,NOM-051-SCFI/SSA1-2010,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUPER ANTï¿½S MART,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUPER C SAN MIGUEL,TEQUILA,NOM-006-SCFI-2012,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SUPERCITO DOOM,ATUN,NOM-084-SCFI-1994,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,SWEET KOALAï¿½S PARTY,CHOCOLATE,NOM-186-SSA1/SCFI-2013,ARTICULOS PARA FIESTAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TEINDAS COPPEL S.A DE C.V.,SIN ESPECIFICAR,NOM-050-SCFI-2004,TIENDA DEPARTAMENTAL,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA CIRCULO CCK Y/O IMPULSORA CIRCULO CCK S.A DE C.V.,TEQUILA REPOSADO,NOM-006-SCFI-2012,TIENDAS DE CONVENIENCIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA COMERCIAL MEXICANA S.A. C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA COMERCIAL MEXICANA S.A. C.V.,TEQUILA,NOM-006-SCFI-2012,TIENDAS DE AUTOSERVICIO ESPECIALIZADAS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA DE DISCOS MIX UP,VIDEOS- DISCOS COMPACTOS - VIDEO JUEGOS,NOM-162-SCFI-2004,TIENDA DE DISCOS,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA EL TENDERO ALEGRE,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA NETO S.A DE C.V. Y/O TIENDAS SUPER PRECIO S.A DE C.V.,CERILLOS,NOM-118-SCFI-2004,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA SORIANA S.A. DE C.V.,JUGUETES,NOM-015-SCFI-2007,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDA SORIANA S.A. DE C.V.,TEQUILA REPOSADO,NOM-006-SCFI-2012,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAHUI S.A C.V.,ARTICULOS DE LIMPIEZA PERSONAL,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAHUI S.A C.V.,PAN,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAUI S.A. C.V.,TEQUILA REPOSADO,NOM-006-SCFI-2012,LAVADO Y ENGRASADO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAUI S.A. DE C.V.,ACEITE COMESTIBLE,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAUI S.A. DE C.V.,ARTICULOS DEL HOGAR,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS CHEDRAUI S.A. DE C.V.,PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS COMERCIAL MEXICANA S..A DE C.V.,JUGUETES,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,ARTICULOS VACACIONALES,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,PESCADO  FRESCO,NOM-051-SCFI/SSA1-2010,LAVADO Y ENGRASADO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,PURE DE TOMATE,NOM-051-SCFI/SSA1-2010,LAVADO Y ENGRASADO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS COMERCIAL MEXICANA S.A. DE C.V.,SALSA,NOM-051-SCFI/SSA1-2010,LAVADO Y ENGRASADO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S A DE C.V.,DULCES Y GOLOSINAS,NOM-186-SSA1/SCFI-2013,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S A DE C.V.,TEQUILA,NOM-006-SCFI-2012,TIENDAS DE CONVENIENCIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C..V.,CERVEZA,NOM-142-SSA1-1995,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C.V.,ATUN,NOM-084-SCFI-1994,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C.V.,ENCENDEDORES,NOM-090-SCFI-2014,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C.V.,TEQUILA,NOM-006-SCFI-2012,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C.V. Y/O IMPULSORA CIRCULO CCK S.A DE C.V.,TEQUILA,NOM-006-SCFI-2012,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS EXTRA S.A DE C.V. Y/O K,TEQUILA REPOSADO,NOM-006-SCFI-2012,LAVADO Y ENGRASADO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS SORIANA  S.A. DE C.V.  (SORIANA MERCADO),ARTICULOS DE COCINA,NOM-050-SCFI-2004,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS SORIANA  S.A. DE C.V.  (SORIANA MERCADO),FORMULA LACTEA,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS SORIANA  S.A. DE C.V.  (SORIANA MERCADO),PRODUCTOS ALIMENTICIOS,NOM-051-SCFI/SSA1-2010,TIENDA DE AUTOSERVICIO,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS SUPER PRECIO S.A DE C. V. Y/O TIENDAS NETO S.A DE C.V.,ENCENDEDORES,NOM-090-SCFI-2014,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS SUPER PRECIO S.A DE C.V.,ENCENDEDORES,NOM-090-SCFI-2014,ABARROTES,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS TRES B S.A DE C.V,CERVEZA,NOM-142-SSA1-1995,MINI SUPER,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TIENDAS TRES B S.A DE C.V.,LEGUMBRES ENLATADAS,NOM-050-SCFI-2004,TIENDAS DE CONVENIENCIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TLAPALERIA 'CASA NAVA' Y/O FLORINA NAVA ROMO,ARTICULOS  DE LIMPIEZA,NOM-050-SCFI-2004,TLAPALERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TLAPALERIA 'CASA NAVA' Y/O FLORINA NAVA ROMO,ARTICULOS DE FERRETERIA,NOM-050-SCFI-2004,TLAPALERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TLAPALERIA 'CASA NAVA' Y/O FLORINA NAVA ROMO,HERRAMIENTAS,NOM-050-SCFI-2004,TLAPALERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TORTAS  HIPOCAMPO,REFRESCOS,NOM-051-SCFI/SSA1-2010,COMIDA RAPIDA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,TRADICION EN PASTELERIAS  S.A. DE C.V.  Y/O  EL GLOBO,DULCES Y GOLOSINAS,NOM-051-SCFI/SSA1-2010,PASTELERIA,CUMPLE
MEXICO,ATIZAPAN DE ZARAGOZA,URBAN ARENA S.A. DE C.V.,PRENDAS DE VESTIR,NOM-004-SCFI-2006,PRENDAS DE VESTIR,CUMPLE
